CustomerID,Age,AnnualIncome,SpendingScore,Gender
1150,61,58427,64,Male
1151,52,66729,88,Male
1152,31,52595,35,Female
1153,49,24814,62,Female
1154,55,59334,1,Female
1155,35,42422,100,Female
1156,50,42037,25,Female
1157,22,55268,45,Female
1158,34,58094,49,Male
1159,26,52652,98,Female
1160,45,58035,89,Male
1161,24,39997,16,Male
1162,45,47859,98,Female
1163,58,59936,93,Male
1164,62,73391,19,Male
1165,43,80596,23,Female
1166,34,56094,83,Female
1167,58,59800,25,Female
1168,28,79923,16,Male
1169,58,37137,54,Female
1170,57,56745,73,Female
1171,29,61625,1,Female
1172,44,70317,42,Female
1173,68,29142,19,Male
1174,52,33708,97,Female
1175,50,48320,34,Male
1176,40,54665,80,Female
1177,30,66842,55,Male
1178,46,56163,18,Male
1179,45,46228,34,Male
1180,30,56246,89,Female
1181,47,52815,45,Male
1182,68,72375,6,Female
1183,14,54084,21,Female
1184,32,44053,70,Female
1185,52,54544,96,Female
1186,60,49977,48,Female
1187,63,23135,39,Male
1188,55,47265,31,Female
1189,69,44588,10,Male
1190,20,42841,30,Male
1191,26,65933,18,Male
1192,22,39014,60,Male
1193,21,57734,88,Male
1194,67,44082,73,Male
1195,26,52015,95,Male
1196,57,53476,15,Female
1197,68,26586,4,Male
1198,29,52974,63,Female
1199,67,80634,40,Male
1200,50,24648,9,Male
1201,53,46835,9,Male
1202,70,62848,26,Male
1203,51,52424,4,Female
1204,52,58119,81,Female
1205,45,12865,16,Female
1206,54,56573,15,Male
1207,45,37074,99,Male
1208,58,51848,52,Male
1209,47,47858,69,Female
1210,52,81974,5,Male
1211,39,57300,20,Female
1212,50,46310,79,Female
1213,19,28454,18,Male
1214,34,51417,2,Male
1215,15,63848,93,Female
1216,24,49391,13,Female
1217,25,42915,4,Female
1218,29,41511,42,Male
1219,51,55927,74,Male
1220,53,59090,61,Male
1221,25,70918,95,Male
1222,50,33075,8,Male
1223,62,54689,67,Male
1224,50,46174,63,Female
1225,65,45116,9,Female
1226,45,54527,94,Female
1227,67,52414,11,Male
1228,30,57931,99,Female
1229,49,32237,42,Male
1230,21,39652,13,Male
1231,21,73188,36,Female
1232,44,45291,13,Male
1233,67,50890,12,Female
1234,20,66819,37,Female
1235,32,56751,74,Male
1236,65,54697,73,Female
1237,15,64918,52,Female
1238,47,16550,71,Female
1239,45,41150,2,Female
1240,66,53429,56,Male
1241,63,67514,60,Female
1242,48,49191,23,Female
1243,48,35529,40,Female
1244,46,36128,64,Male
1245,62,60057,85,Female
1246,43,45433,23,Male
1247,21,50791,29,Female
1248,40,58225,78,Female
1249,25,10000,90,Female
1250,24,80605,51,Male
1251,58,36233,69,Male
1252,58,50829,95,Male
1253,23,25129,89,Male
1254,21,44561,31,Male
1255,35,68170,50,Male
1256,60,18257,20,Female
1257,38,66093,55,Male
1258,67,42194,81,Female
1259,64,53907,2,Male
1260,32,59662,25,Male
1261,47,54921,13,Male
1262,32,36825,92,Female
1263,58,41731,70,Male
1264,32,27876,67,Male
1265,44,55976,58,Female
1266,46,73930,99,Female
1267,60,19633,82,Female
1268,61,35475,75,Female
1269,57,44573,84,Male
1270,30,52600,64,Female
1271,56,60587,69,Male
1272,55,45217,83,Male
1273,66,41660,86,Female
1274,19,67646,59,Male
1275,21,60829,60,Female
1276,58,55284,83,Male
1277,20,52687,62,Female
1278,57,62047,16,Female
1279,61,37055,88,Female
1280,40,37109,68,Female
1281,52,58991,15,Female
1282,21,26524,89,Female
1283,69,47482,55,Male
1284,47,43551,35,Male
1285,29,29013,55,Male
1286,53,33730,14,Female
1287,55,45865,49,Male
1288,41,64409,83,Female
1289,30,40205,100,Male
1290,40,67200,7,Male
1291,22,51747,30,Female
1292,66,66055,83,Male
1293,57,38232,49,Male
1294,36,48667,89,Male
1295,38,54727,16,Female
1296,58,44507,51,Male
1297,57,61595,72,Female
1298,39,15986,82,Male
1299,14,87936,92,Male
1300,68,59066,80,Male
1301,58,44597,83,Male
1302,27,42015,42,Female
1303,38,36203,17,Male
1304,66,56084,63,Female
1305,25,65424,45,Female
1306,27,47862,77,Male
1307,31,66504,7,Male
1308,69,32491,27,Female
1309,41,32642,10,Female
1310,59,74300,34,Male
1311,56,56266,36,Male
1312,72,66752,25,Male
1313,46,35590,6,Male
1314,47,34447,24,Male
1315,29,44720,18,Female
1316,54,35239,87,Male
1317,20,61580,6,Male
1318,21,39633,29,Female
1319,31,32324,25,Male
1320,43,50830,55,Male
1321,49,28750,81,Female
1322,43,21708,46,Male
1323,36,51398,24,Female
1324,58,20961,75,Male
1325,64,58229,26,Male
1326,69,25169,98,Male
1327,45,14889,28,Female
1328,43,44293,3,Female
1329,26,52568,75,Female
1330,69,53472,38,Female
1331,25,53080,61,Male
1332,38,33310,78,Female
1333,54,58295,51,Female
1334,70,60402,90,Female
1335,41,30813,48,Male
1336,60,44284,21,Male
1337,34,45483,54,Female
1338,46,51705,56,Female
1339,41,45826,94,Male
1340,63,45681,59,Female
1341,39,58727,72,Female
1342,62,30092,51,Female
1343,28,61260,20,Female
1344,36,66516,96,Male
1345,37,73812,86,Male
1346,59,14949,59,Male
1347,67,43556,71,Female
1348,37,19823,9,Female
1349,43,12174,1,Male
1350,48,50361,29,Male
1351,60,41012,63,Male
1352,67,50797,72,Female
1353,27,57591,56,Male
1354,22,69518,68,Female
1355,46,49208,35,Female
1356,27,94150,3,Male
1357,42,53396,7,Male
1358,39,76737,27,Female
1359,66,11407,1,Male
1360,32,70046,91,Male
1361,52,45088,80,Female
1362,44,19374,71,Female
1363,48,54508,44,Female
1364,66,41855,87,Female
1365,61,55600,41,Female
1366,41,64066,75,Male
1367,45,26162,42,Female
1368,30,65223,33,Female
1369,52,47897,50,Female
1370,35,69792,63,Male
1371,35,46422,100,Female
1372,14,44543,37,Female
1373,28,50605,59,Female
1374,68,47727,81,Male
1375,62,36858,99,Female
1376,70,38555,48,Female
1377,18,32796,5,Female
1378,43,42180,48,Male
1379,62,56944,96,Male
1380,67,44239,3,Male
1381,51,63035,47,Male
1382,51,45118,62,Female
1383,69,24627,99,Female
1384,18,60159,14,Male
1385,21,40795,63,Male
1386,24,47099,61,Female
1387,48,66763,31,Female
1388,56,29986,95,Male
1389,24,53071,17,Male
1390,51,47292,24,Male
1391,24,61113,23,Male
1392,24,63427,82,Female
1393,35,53457,50,Male
1394,67,40894,78,Male
1395,48,55300,79,Female
1396,52,67834,79,Female
1397,44,48190,70,Female
1398,47,44291,27,Female
1399,45,54322,15,Female
1400,65,47080,50,Male
1401,28,30134,36,Male
1402,41,52489,8,Male
1403,23,30498,79,Female
1404,16,57017,3,Male
1405,24,38642,62,Female
1406,44,49153,47,Male
1407,37,55158,77,Male
1408,21,87708,98,Female
1409,67,57441,88,Female
1410,57,67771,96,Male
1411,15,79576,61,Male
1412,68,53538,32,Male
1413,54,51885,94,Male
1414,47,32299,13,Male
1415,61,45150,1,Female
1416,28,39353,34,Female
1417,47,42284,62,Female
1418,52,75859,79,Female
1419,44,50319,78,Male
1420,42,35661,93,Male
1421,28,70818,98,Female
1422,50,62329,82,Male
1423,61,62014,71,Female
1424,63,16608,93,Male
1425,32,79030,31,Male
1426,18,42822,64,Male
1427,71,57569,25,Female
1428,54,85456,38,Female
1429,34,81929,14,Female
1430,28,35536,8,Female
1431,50,26332,91,Male
1432,69,67555,54,Male
1433,36,51530,2,Male
1434,28,42686,81,Male
1435,27,59618,78,Female
1436,19,48656,89,Male
1437,53,58219,56,Male
1438,37,50304,94,Male
1439,37,60135,93,Female
1440,37,35882,84,Female
1441,66,67766,85,Female
1442,33,60164,61,Male
1443,51,57594,22,Female
1444,50,31234,35,Male
1445,36,74894,16,Male
1446,21,50694,50,Male
1447,14,62520,43,Female
1448,67,41457,17,Female
1449,23,54613,80,Male
1450,39,53556,58,Male
1451,28,10000,2,Female
1452,59,55836,4,Female
1453,22,80280,85,Female
1454,18,59296,39,Male
1455,39,34734,98,Male
1456,32,59549,94,Male
1457,32,65692,6,Female
1458,20,58686,81,Female
1459,55,46388,89,Female
1460,58,43567,69,Male
1461,51,44205,69,Male
1462,26,60866,20,Female
1463,53,26593,64,Male
1464,64,41021,16,Female
1465,56,71334,51,Male
1466,67,70812,37,Female
1467,34,27427,73,Male
1468,63,29728,69,Male
1469,37,45240,42,Female
1470,29,63488,57,Female
1471,28,22787,66,Female
1472,51,47077,9,Female
1473,66,39287,100,Female
1474,43,68589,86,Male
1475,46,23246,64,Female
1476,34,50988,86,Female
1477,68,40295,22,Female
1478,72,67846,34,Male
1479,37,58264,55,Female
1480,27,41512,29,Female
1481,28,63000,38,Female
1482,58,41367,97,Male
1483,17,66289,18,Male
1484,58,43643,71,Female
1485,44,64419,65,Male
1486,55,54041,97,Female
1487,26,99307,1,Male
1488,40,48206,88,Female
1489,64,52342,4,Male
1490,58,40008,4,Female
1491,23,50740,82,Female
1492,41,10000,27,Male
1493,49,55083,43,Female
1494,57,67443,59,Female
1495,47,54249,32,Female
1496,40,29292,33,Female
1497,58,35173,28,Male
1498,23,14247,55,Female
1499,21,65583,100,Male
1500,37,34202,60,Male
1501,42,48369,70,Male
1502,58,44893,62,Male
1503,56,69715,80,Female
1504,58,48479,34,Female
1505,50,60133,87,Male
1506,51,56096,88,Female
1507,34,69991,56,Male
1508,54,44013,13,Female
1509,44,76644,56,Female
1510,55,17715,18,Female
1511,28,63062,54,Male
1512,36,36400,77,Male
1513,57,39908,43,Female
1514,43,57241,39,Male
1515,37,57721,61,Male
1516,48,57296,42,Female
1517,46,27607,81,Male
1518,19,72835,79,Female
1519,45,34990,18,Female
1520,61,35390,23,Female
1521,55,57068,54,Male
1522,25,46199,30,Female
1523,57,51923,98,Female
1524,23,18350,58,Male
1525,22,55064,68,Male
1526,57,50567,67,Male
1527,29,42452,71,Male
1528,43,17588,18,Female
1529,41,45707,7,Male
1530,49,47539,40,Male
1531,58,41691,70,Male
1532,18,23657,86,Male
1533,63,70621,65,Female
1534,21,41317,68,Male
1535,63,43366,49,Female
1536,55,11357,52,Male
1537,63,70622,29,Female
1538,45,41501,21,Female
1539,41,50376,90,Male
1540,37,66111,78,Female
1541,30,39855,9,Male
1542,57,61748,47,Female
1543,31,18980,76,Female
1544,48,56464,42,Female
1545,69,69683,51,Male
1546,51,39193,56,Female
1547,61,63683,51,Male
1548,56,74908,70,Female
1549,48,44377,20,Female
1550,59,42037,88,Female
1551,38,35725,27,Female
1552,35,41854,38,Female
1553,18,38969,72,Female
1554,53,34213,65,Male
1555,55,65482,54,Male
1556,59,35251,24,Male
1557,35,53377,47,Female
1558,31,50473,71,Male
1559,47,70771,83,Female
1560,67,38752,86,Male
1561,56,53117,63,Male
1562,31,61766,57,Female
1563,65,68846,55,Female
1564,56,39633,60,Male
1565,49,38831,99,Male
1566,21,34973,62,Male
1567,39,82644,30,Male
1568,18,71967,93,Female
1569,30,49366,22,Male
1570,21,79871,75,Female
1571,58,45672,84,Female
1572,32,60666,29,Male
1573,18,51352,41,Female
1574,44,54567,42,Male
1575,60,51376,98,Female
1576,53,41325,65,Female
1577,54,63987,31,Male
1578,44,59339,30,Female
1579,58,62615,18,Female
1580,55,52303,17,Male
1581,20,37401,38,Female
1582,62,72440,14,Female
1583,57,43361,87,Male
1584,58,52661,89,Male
1585,61,56430,79,Female
1586,72,51161,56,Female
1587,51,61631,22,Female
1588,58,63300,67,Male
1589,48,44827,56,Female
1590,28,74582,19,Female
1591,35,45496,57,Female
1592,58,52251,44,Female
1593,62,40984,98,Female
1594,64,36497,35,Female
1595,32,65462,1,Male
1596,28,97028,52,Male
1597,69,40673,85,Female
1598,62,65029,93,Female
1599,27,45411,70,Male
1600,33,49542,37,Male
1601,41,75263,65,Male
1602,37,33196,51,Female
1603,20,30927,1,Female
1604,45,47192,91,Female
1605,41,58854,21,Female
1606,34,56554,53,Male
1607,40,54410,16,Male
1608,53,48211,61,Male
1609,30,61798,54,Male
1610,22,10000,40,Female
1611,20,39737,26,Female
1612,39,47695,80,Male
1613,33,60268,92,Male
1614,41,71246,65,Male
1615,33,36423,100,Male
1616,35,71356,74,Male
1617,41,42111,64,Female
1618,55,45551,43,Female
1619,66,55121,17,Male
1620,38,46151,59,Male
1621,68,62851,23,Male
1622,49,42030,7,Female
1623,28,44356,44,Female
1624,37,65079,53,Female
1625,26,38953,71,Male
1626,29,53833,79,Female
1627,38,24292,34,Male
1628,42,76094,46,Female
1629,34,67698,68,Female
1630,34,90851,78,Female
1631,26,70475,78,Male
1632,31,32955,16,Male
1633,31,59929,71,Female
1634,27,36529,96,Male
1635,22,74470,19,Male
1636,72,29282,2,Male
1637,67,29062,10,Male
1638,29,25952,50,Male
1639,70,38674,81,Male
1640,35,39157,12,Male
1641,47,29375,70,Female
1642,37,79147,22,Male
1643,45,56448,32,Male
1644,45,54683,84,Female
1645,66,70237,1,Female
1646,57,51143,54,Female
1647,55,36269,58,Female
1648,32,24296,70,Male
1649,59,35024,83,Female
1650,58,69781,18,Female
1651,34,30769,6,Male
1652,27,55596,45,Male
1653,49,63608,97,Male
1654,37,53580,23,Female
1655,48,54184,23,Male
1656,57,57134,26,Female
1657,57,52989,77,Male
1658,46,72536,7,Male
1659,21,35295,79,Female
1660,53,51306,44,Male
1661,57,20026,27,Male
1662,52,16693,26,Male
1663,47,47074,97,Male
1664,40,57150,79,Male
1665,56,71860,36,Female
1666,59,83396,55,Female
1667,28,69997,64,Male
1668,61,57807,91,Female
1669,22,53199,57,Female
1670,46,25431,69,Female
1671,39,46909,61,Male
1672,41,68255,2,Male
1673,28,63674,55,Male
1674,33,30404,97,Female
1675,47,57510,80,Female
1676,37,57225,87,Male
1677,64,51848,38,Male
1678,60,46582,80,Female
1679,64,56583,78,Female
1680,14,62059,29,Male
1681,53,38078,26,Female
1682,63,53525,35,Female
1683,49,45259,79,Female
1684,48,25891,67,Female
1685,25,42075,87,Female
1686,29,26644,29,Female
1687,32,64501,34,Female
1688,48,53538,97,Male
1689,47,42967,41,Male
1690,48,69507,41,Female
1691,54,48619,23,Female
1692,60,25531,71,Female
1693,64,40007,3,Male
1694,50,72492,58,Male
1695,68,36157,32,Female
1696,45,52628,31,Male
1697,59,58258,82,Female
1698,37,58149,43,Female
1699,60,83741,7,Female
1700,62,29155,1,Female
1701,24,34453,61,Female
1702,46,31003,14,Female
1703,40,44561,52,Female
1704,51,64390,96,Male
1705,34,34123,6,Female
1706,26,67100,10,Male
1707,22,51326,71,Female
1708,49,31465,90,Female
1709,67,20029,98,Male
1710,16,28486,30,Male
1711,57,37312,100,Female
1712,28,47662,21,Male
1713,46,68590,60,Female
1714,71,57886,81,Female
1715,16,38815,97,Male
1716,32,55929,74,Male
1717,51,72673,63,Male
1718,41,77008,42,Male
1719,62,42083,51,Female
1720,21,65274,64,Male
1721,58,68049,76,Male
1722,30,27393,56,Male
1723,30,42313,80,Male
1724,36,82700,41,Male
1725,64,42084,32,Female
1726,36,10000,15,Female
1727,17,49485,62,Male
1728,24,67469,27,Male
1729,54,47697,28,Female
1730,51,58630,81,Male
1731,61,60973,64,Female
1732,22,45475,59,Female
1733,59,39309,58,Male
1734,64,48901,2,Female
1735,39,51766,36,Male
1736,27,51111,71,Male
1737,29,51527,13,Female
1738,50,36771,15,Female
1739,46,59654,89,Male
1740,27,59288,87,Female
1741,73,25659,60,Male
1742,18,45362,22,Female
1743,25,51896,63,Female
1744,39,41085,90,Male
1745,49,57660,97,Male
1746,69,45096,75,Male
1747,59,49636,74,Female
1748,58,41189,25,Male
1749,25,20601,48,Male
1750,60,16244,43,Female
1751,48,57044,38,Female
1752,38,53203,41,Male
1753,58,53779,45,Male
1754,61,48917,88,Male
1755,23,53918,40,Male
1756,18,65735,97,Female
1757,22,57469,17,Female
1758,17,66913,88,Male
1759,65,49071,57,Male
1760,37,44794,2,Male
1761,66,49313,96,Female
1762,27,37757,62,Male
1763,47,42602,88,Male
1764,32,52463,9,Female
1765,65,48964,68,Female
1766,59,45503,81,Male
1767,55,26677,17,Male
1768,62,56346,50,Female
1769,33,62213,94,Male
1770,38,73855,40,Male
1771,43,55326,58,Female
1772,24,50621,75,Female
1773,52,32604,85,Female
1774,49,70480,21,Male
1775,51,51617,18,Female
1776,28,53100,55,Female
1777,60,43189,29,Male
1778,37,44530,24,Male
1779,23,61024,74,Female
1780,22,35478,17,Female
1781,26,74781,18,Male
1782,50,69112,42,Male
1783,46,43089,84,Female
1784,30,37042,45,Female
1785,57,17071,82,Male
1786,22,32028,17,Female
1787,42,59748,73,Male
1788,47,53030,14,Female
1789,28,57604,49,Male
1790,20,23316,29,Male
1791,43,42762,95,Female
1792,47,68809,4,Female
1793,31,48459,82,Male
1794,58,28115,20,Female
1795,27,48625,47,Female
1796,27,38734,9,Female
1797,56,52405,77,Male
1798,37,49608,79,Female
1799,24,58749,27,Female
1800,26,32131,15,Male
1801,49,41369,92,Female
1802,37,65656,19,Female
1803,31,29585,90,Male
1804,50,32953,52,Male
1805,28,53189,26,Female
1806,21,55200,89,Female
1807,65,39167,26,Male
1808,39,44923,26,Male
1809,39,57098,46,Female
1810,27,63044,92,Female
1811,49,32061,49,Female
1812,63,52164,82,Male
1813,31,72580,96,Female
1814,45,46761,53,Male
1815,26,34202,3,Male
1816,25,33608,66,Male
1817,29,47688,97,Female
1818,69,61637,42,Female
1819,55,46888,19,Female
1820,61,49738,17,Male
1821,50,33054,33,Female
1822,48,62946,76,Male
1823,72,28615,49,Male
1824,21,43332,56,Male
1825,53,57148,63,Male
1826,49,17508,3,Male
1827,61,49509,49,Male
1828,39,33513,55,Female
1829,34,49848,26,Male
1830,65,41219,99,Female
1831,47,79887,72,Male
1832,20,45103,52,Female
1833,45,76139,100,Female
1834,39,57904,7,Female
1835,37,37278,46,Female
1836,54,52562,46,Male
1837,47,43733,100,Male
1838,46,52032,16,Male
1839,62,36091,24,Male
1840,54,72952,61,Female
1841,25,64380,54,Female
1842,56,47876,62,Female
1843,64,72536,1,Male
1844,45,49614,49,Female
1845,55,63964,25,Male
1846,54,48174,10,Female
1847,43,54608,80,Female
1848,52,46578,16,Female
1849,27,51729,58,Female
1850,22,53357,72,Female
1851,55,37454,29,Male
1852,61,40883,92,Female
1853,69,42848,6,Male
1854,46,51845,16,Male
1855,42,48341,20,Male
1856,63,64295,80,Male
1857,26,63106,71,Male
1858,52,44855,78,Male
1859,63,67426,43,Male
1860,50,76095,26,Male
1861,51,17242,90,Female
1862,44,62584,78,Female
1863,32,39405,71,Male
1864,51,59911,33,Male
1865,23,69273,26,Male
1866,34,36445,45,Female
1867,34,21815,84,Female
1868,46,60931,63,Male
1869,24,52631,67,Male
1870,59,22073,52,Female
1871,19,89043,68,Female
1872,47,57666,26,Male
1873,28,60251,75,Male
1874,60,67487,2,Male
1875,45,39787,14,Male
1876,63,48656,30,Female
1877,54,27810,49,Female
1878,38,40080,12,Male
1879,59,52884,90,Male
1880,46,23420,44,Male
1881,53,38155,33,Female
1882,36,35480,13,Male
1883,61,49031,78,Male
1884,55,56120,88,Male
1885,60,58132,98,Female
1886,21,65882,26,Male
1887,36,69981,21,Female
1888,51,57008,28,Male
1889,26,78710,48,Male
1890,24,52392,100,Male
1891,57,44700,40,Female
1892,50,57109,66,Male
1893,46,45153,73,Male
1894,46,76188,87,Female
1895,34,66564,79,Female
1896,49,59354,77,Female
1897,57,49271,23,Male
1898,46,42287,81,Female
1899,39,59619,48,Male
1900,17,34393,2,Female
1901,34,72615,84,Female
1902,47,45635,20,Female
1903,51,52476,59,Male
1904,69,32455,46,Male
1905,16,62244,3,Male
1906,48,41393,55,Male
1907,32,59538,12,Male
1908,27,61660,40,Male
1909,34,39885,66,Male
1910,31,33047,100,Male
1911,26,73378,78,Male
1912,18,48315,16,Female
1913,42,52172,83,Female
1914,46,55681,34,Male
1915,38,30394,44,Male
1916,62,53739,6,Male
1917,34,51086,77,Male
1918,66,36747,64,Female
1919,42,31451,100,Female
1920,24,59688,22,Male
1921,48,65115,18,Female
1922,52,50478,12,Female
1923,72,24283,52,Male
1924,30,34140,94,Male
1925,23,44218,51,Male
1926,42,72269,71,Male
1927,23,46998,96,Female
1928,46,41371,48,Male
1929,18,26097,19,Female
1930,61,37049,6,Male
1931,32,31305,84,Female
1932,51,32852,27,Male
1933,65,48299,53,Male
1934,32,43782,48,Female
1935,43,74192,7,Female
1936,47,64470,59,Female
1937,50,38866,69,Male
1938,64,32847,11,Female
1939,53,68439,15,Female
1940,43,73600,64,Female
1941,17,18386,3,Female
1942,30,51392,69,Female
1943,51,44121,23,Female
1944,25,60236,53,Female
1945,54,76740,37,Female
1946,59,39839,9,Female
1947,33,18789,15,Male
1948,46,57085,3,Male
1949,49,68949,93,Female
1950,29,45543,70,Male
1951,68,35624,17,Male
1952,52,41241,26,Female
1953,19,63853,21,Female
1954,64,39783,72,Female
1955,29,55031,21,Female
1956,32,50217,11,Female
1957,38,48069,38,Female
1958,31,60419,72,Male
1959,46,41221,88,Female
1960,22,44341,35,Male
1961,33,61664,14,Female
1962,64,31796,14,Female
1963,42,35596,10,Male
1964,43,29795,12,Female
1965,33,62435,38,Female
1966,67,44721,34,Male
1967,33,29995,41,Female
1968,50,60807,10,Male
1969,39,40766,17,Female
1970,26,37324,17,Female
1971,39,46164,67,Male
1972,18,73380,62,Female
1973,16,45475,95,Male
1974,19,59730,1,Male
1975,53,58606,12,Male
1976,27,56949,4,Female
1977,53,66766,42,Female
1978,48,37593,13,Male
1979,63,31049,98,Female
1980,41,32955,85,Female
1981,38,47032,86,Female
1982,30,35794,4,Male
1983,36,51613,82,Female
1984,28,51354,69,Male
1985,62,62078,19,Female
1986,33,54067,2,Female
1987,48,41957,12,Male
1988,28,56362,81,Female
1989,66,30947,74,Male
1990,38,48627,98,Female
1991,35,54291,6,Male
1992,45,50439,8,Female
1993,25,56725,51,Female
1994,27,40639,11,Female
1995,45,65780,63,Male
1996,63,74032,57,Male
1997,65,22459,12,Male
1998,64,28366,73,Female
1999,27,50946,2,Male
2000,18,47351,8,Male
