Transaction,Items
731,Beer
732,Eggs
733,Diaper
733,Eggs
734,Apples
734,Diaper
735,Apples
735,Eggs
735,Cola
735,Milk
736,Eggs
736,Chicken
736,Apples
737,Eggs
737,Beer
737,Cheese
737,Apples
738,Beer
739,Diaper
739,Bread
739,Milk
740,Apples
741,Beer
741,Milk
741,Apples
741,Cola
742,Chicken
742,Cola
743,Diaper
743,Fish
744,Apples
744,Cheese
744,Eggs
744,Diaper
745,Milk
745,Chicken
745,Apples
745,Cola
746,Milk
746,Apples
746,Fish
746,Chicken
747,Apples
747,Milk
747,Cheese
747,Bread
748,Beer
748,Fish
748,Milk
749,Chicken
749,Beer
749,Eggs
749,Bread
749,Milk
750,Beer
750,Milk
750,Cheese
750,Apples
750,Diaper
751,Beer
751,Diaper
752,Eggs
752,Apples
752,Cola
753,Apples
753,Chicken
753,Milk
753,Cheese
753,Diaper
754,Beer
754,Bread
755,Cheese
755,Diaper
756,Diaper
756,Milk
756,Cheese
756,Fish
756,Beer
757,Eggs
757,Diaper
757,Beer
757,Cola
758,Cola
758,Beer
758,Fish
758,Diaper
758,Milk
759,Diaper
759,Beer
759,Bread
760,Diaper
761,Cola
761,Eggs
762,Apples
763,Chicken
764,Fish
764,Eggs
764,Chicken
764,Apples
764,Bread
765,Eggs
766,Diaper
766,Cola
767,Chicken
767,Beer
768,Apples
768,Cola
769,Milk
769,Eggs
769,Diaper
769,Fish
770,Cheese
770,Eggs
770,Milk
770,Beer
771,Milk
771,Apples
771,Eggs
771,Cola
771,Diaper
772,Apples
772,Fish
772,Chicken
772,Bread
773,Eggs
773,Fish
773,Bread
773,Beer
773,Chicken
774,Diaper
774,Fish
774,Cheese
774,Apples
775,Bread
776,Milk
776,Fish
777,Beer
777,Fish
777,Eggs
777,Bread
777,Diaper
778,Milk
778,Cola
778,Cheese
778,Chicken
778,Fish
779,Apples
779,Eggs
779,Milk
779,Diaper
780,Beer
780,Fish
780,Cola
780,Chicken
780,Apples
781,Diaper
781,Eggs
781,Milk
781,Cola
781,Chicken
782,Eggs
782,Fish
783,Chicken
783,Cola
784,Beer
784,Fish
784,Chicken
784,Cola
785,Milk
786,Cola
786,Beer
786,Apples
786,Cheese
787,Eggs
788,Chicken
788,Diaper
788,Beer
788,Eggs
789,Apples
789,Eggs
789,Cola
789,Milk
789,Diaper
790,Milk
790,Fish
790,Eggs
790,Chicken
791,Milk
791,Beer
792,Cheese
792,Diaper
792,Eggs
793,Diaper
794,Apples
794,Diaper
794,Cheese
795,Apples
796,Diaper
796,Bread
796,Cheese
796,Chicken
797,Cheese
798,Diaper
798,Bread
798,Milk
799,Bread
799,Cola
799,Beer
799,Milk
799,Diaper
800,Apples
801,Fish
802,Chicken
802,Bread
803,Cheese
804,Cheese
804,Cola
805,Eggs
806,Apples
806,Eggs
806,Diaper
807,Cola
807,Milk
807,Apples
808,Milk
809,Cola
809,Beer
809,Milk
810,Fish
810,Cola
810,Diaper
810,Bread
811,Bread
811,Chicken
811,Cola
811,Diaper
812,Milk
812,Eggs
812,Diaper
812,Fish
813,Cola
813,Bread
814,Diaper
814,Beer
814,Milk
815,Milk
815,Beer
815,Fish
816,Cheese
816,Bread
817,Cola
817,Eggs
818,Milk
818,Bread
818,Cheese
819,Cheese
820,Apples
820,Chicken
820,Bread
820,Cola
820,Cheese
821,Cola
821,Milk
821,Cheese
821,Fish
821,Eggs
822,Chicken
822,Eggs
822,Milk
823,Diaper
823,Milk
823,Bread
823,Eggs
823,Cheese
824,Cheese
825,Milk
825,Fish
825,Diaper
826,Cola
826,Diaper
826,Chicken
827,Chicken
828,Bread
828,Diaper
829,Diaper
829,Apples
829,Beer
829,Fish
830,Chicken
830,Cola
830,Beer
830,Fish
830,Apples
831,Bread
831,Diaper
831,Milk
831,Chicken
831,Eggs
832,Beer
832,Eggs
833,Eggs
833,Chicken
833,Fish
833,Beer
834,Cola
834,Bread
834,Milk
834,Chicken
834,Fish
835,Chicken
835,Beer
835,Fish
836,Fish
836,Cheese
837,Milk
838,Fish
838,Diaper
838,Chicken
838,Eggs
838,Beer
839,Fish
839,Cheese
840,Chicken
840,Milk
841,Chicken
842,Beer
842,Bread
842,Chicken
843,Milk
843,Fish
843,Bread
843,Apples
843,Beer
844,Beer
844,Diaper
845,Cheese
845,Diaper
845,Bread
845,Apples
846,Beer
846,Eggs
846,Cheese
846,Bread
846,Cola
847,Fish
848,Cheese
848,Beer
849,Cheese
849,Milk
849,Beer
849,Bread
850,Milk
850,Chicken
851,Cheese
851,Bread
851,Eggs
851,Beer
852,Fish
853,Cheese
853,Cola
854,Chicken
855,Beer
855,Eggs
855,Diaper
855,Cola
855,Chicken
856,Fish
856,Cola
856,Chicken
857,Cola
857,Diaper
858,Bread
858,Cola
858,Fish
858,Milk
859,Bread
859,Chicken
860,Diaper
860,Cheese
860,Milk
860,Eggs
861,Diaper
861,Eggs
862,Chicken
862,Apples
862,Beer
862,Bread
863,Cola
863,Apples
863,Eggs
864,Eggs
865,Fish
865,Beer
865,Chicken
865,Apples
866,Diaper
866,Cola
866,Cheese
866,Bread
866,Eggs
867,Beer
868,Chicken
868,Cheese
869,Cola
869,Diaper
870,Cola
870,Diaper
870,Bread
870,Fish
870,Chicken
871,Diaper
871,Chicken
871,Apples
871,Beer
871,Bread
872,Eggs
872,Fish
872,Beer
873,Bread
873,Milk
873,Eggs
874,Diaper
874,Milk
875,Fish
875,Beer
875,Cola
875,Eggs
875,Bread
876,Cheese
876,Milk
876,Bread
877,Cheese
877,Fish
878,Beer
878,Cheese
878,Milk
878,Fish
879,Bread
879,Cheese
880,Milk
880,Cola
880,Apples
881,Beer
881,Bread
881,Eggs
881,Chicken
881,Apples
882,Diaper
882,Cheese
883,Beer
883,Fish
883,Cola
883,Chicken
883,Eggs
884,Beer
884,Diaper
884,Cola
884,Eggs
884,Chicken
885,Cola
885,Cheese
886,Milk
886,Cola
886,Beer
886,Diaper
886,Bread
887,Diaper
887,Fish
887,Beer
888,Diaper
888,Chicken
888,Eggs
888,Cola
888,Milk
889,Milk
889,Beer
890,Chicken
891,Chicken
891,Bread
891,Cheese
892,Milk
892,Apples
892,Cheese
892,Eggs
893,Chicken
893,Cola
893,Fish
893,Apples
893,Milk
894,Cola
894,Milk
894,Fish
895,Cheese
895,Eggs
895,Beer
896,Beer
897,Fish
897,Eggs
897,Cola
897,Chicken
898,Bread
898,Beer
899,Fish
899,Eggs
899,Beer
900,Cola
901,Eggs
901,Bread
902,Eggs
902,Beer
902,Diaper
902,Cola
903,Bread
904,Beer
904,Chicken
904,Fish
904,Diaper
905,Chicken
905,Diaper
905,Bread
905,Fish
906,Chicken
906,Eggs
906,Milk
906,Diaper
907,Milk
907,Eggs
907,Diaper
907,Beer
908,Diaper
908,Chicken
909,Milk
909,Apples
910,Bread
910,Diaper
910,Beer
910,Fish
910,Chicken
911,Apples
912,Beer
913,Cheese
913,Fish
913,Apples
914,Fish
914,Eggs
914,Cola
914,Beer
914,Bread
915,Cheese
915,Chicken
915,Fish
916,Diaper
916,Eggs
916,Chicken
917,Diaper
917,Beer
917,Apples
917,Bread
918,Cola
918,Milk
918,Beer
918,Diaper
918,Cheese
919,Cheese
919,Fish
919,Chicken
919,Diaper
919,Cola
920,Apples
921,Bread
921,Milk
921,Cheese
921,Chicken
922,Bread
922,Apples
922,Cola
923,Milk
923,Apples
923,Chicken
923,Eggs
923,Cheese
924,Milk
924,Cola
924,Beer
924,Chicken
925,Milk
925,Diaper
926,Bread
926,Cola
926,Milk
927,Chicken
927,Milk
927,Apples
927,Beer
928,Milk
928,Diaper
928,Fish
928,Eggs
929,Chicken
930,Cola
930,Eggs
930,Fish
931,Diaper
931,Fish
932,Fish
932,Milk
932,Apples
933,Fish
933,Diaper
933,Cheese
934,Apples
934,Milk
934,Beer
934,Eggs
935,Chicken
935,Diaper
935,Milk
935,Cola
936,Diaper
936,Fish
936,Apples
936,Cheese
937,Milk
937,Diaper
937,Chicken
937,Bread
938,Apples
938,Milk
939,Bread
939,Milk
940,Cola
940,Eggs
940,Apples
940,Beer
940,Milk
941,Bread
942,Milk
942,Bread
942,Eggs
943,Cheese
944,Milk
944,Fish
945,Eggs
946,Cola
946,Bread
946,Eggs
946,Beer
947,Eggs
947,Cola
947,Diaper
947,Beer
947,Fish
948,Apples
948,Fish
949,Cola
949,Apples
950,Eggs
950,Fish
950,Diaper
950,Cola
950,Milk
951,Diaper
951,Bread
951,Cheese
951,Apples
952,Bread
952,Cheese
952,Beer
952,Fish
952,Apples
953,Cola
953,Eggs
954,Milk
955,Bread
956,Fish
956,Bread
956,Milk
956,Diaper
957,Cola
957,Fish
957,Milk
957,Beer
957,Eggs
958,Eggs
958,Diaper
959,Cola
959,Diaper
959,Fish
959,Eggs
959,Apples
960,Beer
960,Milk
960,Eggs
961,Beer
961,Cola
961,Milk
961,Bread
961,Chicken
962,Cola
962,Fish
962,Apples
962,Diaper
962,Beer
963,Fish
964,Eggs
964,Apples
964,Fish
964,Cheese
964,Cola
965,Eggs
965,Diaper
966,Chicken
966,Fish
967,Chicken
968,Fish
968,Chicken
968,Apples
968,Diaper
968,Bread
969,Milk
969,Apples
969,Fish
970,Diaper
971,Apples
972,Milk
972,Cheese
972,Eggs
973,Cola
973,Apples
973,Fish
974,Apples
975,Apples
975,Milk
976,Bread
977,Diaper
977,Beer
977,Eggs
977,Cola
978,Bread
979,Fish
979,Chicken
979,Eggs
980,Cola
980,Chicken
980,Beer
980,Eggs
980,Apples
981,Chicken
981,Bread
982,Beer
982,Chicken
982,Cheese
982,Fish
982,Apples
983,Apples
983,Fish
983,Milk
984,Eggs
984,Cola
984,Beer
984,Bread
984,Diaper
985,Cheese
985,Bread
985,Diaper
985,Eggs
986,Chicken
987,Milk
987,Diaper
987,Apples
987,Chicken
987,Beer
988,Fish
988,Diaper
988,Apples
988,Chicken
988,Beer
989,Bread
989,Apples
989,Diaper
989,Cheese
990,Apples
990,Diaper
990,Chicken
991,Cheese
992,Bread
992,Cheese
992,Fish
993,Apples
994,Cheese
994,Cola
995,Cheese
995,Diaper
995,Cola
995,Beer
995,Fish
996,Cheese
996,Beer
997,Cola
997,Milk
997,Cheese
997,Chicken
998,Diaper
998,Chicken
998,Eggs
998,Apples
999,Beer
999,Milk
999,Apples
999,Cola
999,Chicken
1000,Chicken
1000,Cola
1000,Apples
1001,Eggs
1001,Milk
1002,Apples
1002,Eggs
1003,Diaper
1003,Cola
1003,Milk
1003,Bread
1003,Apples
1004,Cheese
1005,Apples
1005,Chicken
1006,Cheese
1006,Apples
1006,Diaper
1006,Fish
1006,Beer
1007,Fish
1007,Beer
1007,Chicken
1007,Cheese
1008,Chicken
1008,Diaper
1008,Beer
1008,Cola
1009,Diaper
1009,Cheese
1009,Cola
1009,Fish
1010,Bread
1011,Diaper
1011,Apples
1011,Beer
1012,Chicken
1012,Diaper
1012,Eggs
1012,Milk
1013,Eggs
1013,Beer
1014,Chicken
1014,Eggs
1014,Cheese
1014,Diaper
1014,Beer
1015,Chicken
1016,Eggs
1016,Chicken
1017,Diaper
1017,Eggs
1017,Milk
1017,Cheese
1017,Chicken
1018,Beer
1018,Cheese
1018,Fish
1018,Milk
1019,Beer
1019,Chicken
1020,Apples
1020,Cola
1021,Bread
1021,Apples
1022,Chicken
1022,Eggs
1022,Apples
1022,Beer
1023,Eggs
1023,Beer
1023,Apples
1024,Eggs
1025,Milk
1026,Diaper
1026,Eggs
1027,Apples
1027,Beer
1027,Milk
1027,Fish
1027,Cheese
1028,Cheese
1028,Diaper
1028,Apples
1028,Fish
1029,Milk
1030,Cheese
1031,Fish
1031,Beer
1031,Apples
1032,Chicken
1032,Eggs
1032,Cheese
1032,Diaper
1032,Cola
1033,Apples
1033,Cheese
1033,Beer
1033,Cola
1033,Fish
1034,Cheese
1034,Apples
1035,Apples
1035,Cola
1035,Beer
1036,Cola
1036,Fish
1036,Diaper
1036,Chicken
1036,Milk
1037,Fish
1037,Cheese
1038,Chicken
1038,Cola
1038,Bread
1039,Milk
1039,Bread
1039,Cheese
1039,Fish
1039,Chicken
1040,Bread
1040,Apples
1040,Eggs
1040,Milk
1041,Cheese
1041,Milk
1041,Apples
1041,Diaper
1042,Beer
1042,Diaper
1042,Milk
1042,Cheese
1042,Fish
1043,Apples
1043,Chicken
1043,Diaper
1043,Bread
1043,Cola
1044,Apples
1044,Cheese
1045,Beer
1045,Apples
1045,Bread
1046,Beer
1046,Fish
1046,Diaper
1047,Bread
1047,Cola
1047,Cheese
1047,Diaper
1048,Fish
1049,Beer
1050,Cola
1050,Fish
1050,Cheese
1050,Bread
1050,Apples
1051,Bread
1051,Beer
1052,Bread
1053,Fish
1053,Apples
1053,Eggs
1053,Chicken
1054,Chicken
1054,Bread
1054,Milk
1055,Fish
1055,Eggs
1055,Chicken
1055,Beer
1056,Eggs
1056,Cola
1056,Cheese
1057,Apples
1057,Diaper
1057,Fish
1057,Eggs
1057,Chicken
1058,Apples
1059,Cheese
1059,Apples
1059,Eggs
1059,Beer
1059,Bread
1060,Diaper
1061,Beer
1061,Eggs
1061,Milk
1062,Diaper
1062,Chicken
1062,Fish
1062,Milk
1063,Fish
1064,Beer
1064,Cola
1064,Cheese
1065,Eggs
1066,Cola
1066,Diaper
1066,Apples
1066,Chicken
1066,Beer
1067,Cola
1067,Diaper
1068,Beer
1068,Eggs
1068,Milk
1068,Fish
1068,Chicken
1069,Eggs
1069,Apples
1069,Diaper
1069,Fish
1069,Cola
1070,Cheese
1070,Beer
1070,Milk
1070,Cola
1070,Fish
1071,Milk
1072,Beer
1072,Eggs
1073,Eggs
1074,Fish
1074,Eggs
1074,Apples
1074,Chicken
1075,Chicken
1075,Diaper
1075,Apples
1076,Chicken
1076,Eggs
1076,Beer
1076,Bread
1077,Beer
1077,Milk
1078,Eggs
1078,Diaper
1078,Cheese
1078,Milk
1079,Chicken
1079,Eggs
1079,Apples
1080,Eggs
1080,Beer
1081,Milk
1081,Apples
1081,Beer
1081,Chicken
1082,Bread
1082,Chicken
1083,Eggs
1083,Diaper
1083,Fish
1084,Bread
1085,Diaper
1085,Cheese
1085,Fish
1085,Chicken
1085,Bread
1086,Fish
1086,Chicken
1087,Cola
1087,Milk
1088,Apples
1088,Bread
1088,Diaper
1089,Eggs
1089,Diaper
1089,Chicken
1090,Fish
1090,Bread
1090,Beer
1091,Milk
1091,Diaper
1091,Fish
1091,Cheese
1092,Beer
1093,Bread
1093,Diaper
1093,Beer
1093,Fish
1094,Diaper
1095,Eggs
1095,Cola
1096,Diaper
1097,Cheese
1097,Cola
1097,Eggs
1097,Apples
1098,Fish
1098,Cheese
1098,Bread
1098,Eggs
1098,Cola
1099,Diaper
1099,Cola
1100,Cheese
1100,Milk
1100,Fish
1100,Beer
1101,Milk
1102,Chicken
1102,Eggs
1102,Bread
1103,Bread
1104,Cheese
1104,Eggs
1104,Fish
1104,Chicken
1104,Apples
1105,Chicken
1106,Bread
1106,Beer
1107,Cheese
1107,Fish
1107,Beer
1108,Chicken
1108,Eggs
1108,Apples
1109,Beer
1109,Cola
1109,Eggs
1109,Apples
1109,Milk
1110,Apples
1110,Eggs
1110,Beer
1110,Chicken
1110,Cheese
1111,Milk
1112,Cola
1112,Eggs
1112,Diaper
1113,Cheese
1113,Apples
1113,Eggs
1113,Chicken
1114,Diaper
1115,Chicken
1115,Eggs
1115,Apples
1116,Eggs
1116,Cheese
1117,Fish
1117,Bread
1117,Chicken
1118,Apples
1118,Cola
1119,Chicken
1119,Bread
1119,Milk
1119,Eggs
1119,Diaper
1120,Chicken
1121,Cheese
1121,Chicken
1121,Fish
1122,Bread
1123,Eggs
1124,Cheese
1124,Chicken
1124,Apples
1124,Fish
1125,Cheese
1125,Bread
1125,Fish
1125,Milk
1125,Apples
1126,Diaper
1126,Apples
1126,Beer
1126,Eggs
1127,Eggs
1127,Diaper
1127,Apples
1127,Fish
1128,Chicken
1128,Diaper
1129,Diaper
1129,Cola
1130,Cheese
1131,Eggs
1131,Beer
1131,Apples
1131,Cheese
1131,Cola
1132,Bread
1132,Chicken
1132,Cola
1132,Beer
1132,Milk
1133,Fish
1133,Beer
1133,Diaper
1133,Bread
1134,Diaper
1134,Chicken
1134,Cheese
1134,Beer
1135,Cola
1135,Chicken
1135,Milk
1135,Apples
1136,Chicken
1136,Apples
1136,Cheese
1136,Eggs
1136,Bread
1137,Eggs
1137,Bread
1137,Fish
1137,Diaper
1137,Beer
1138,Cola
1138,Chicken
1138,Apples
1138,Fish
1139,Bread
1139,Cheese
1139,Apples
1140,Eggs
1141,Beer
1142,Cheese
1142,Eggs
1142,Beer
1142,Fish
1142,Cola
1143,Eggs
1143,Chicken
1144,Fish
1145,Cheese
1145,Bread
1145,Eggs
1145,Beer
1146,Cola
1147,Eggs
1147,Chicken
1148,Apples
1148,Fish
1148,Beer
1149,Beer
1149,Diaper
1149,Apples
1150,Diaper
1151,Bread
1151,Fish
1151,Apples
1152,Diaper
1152,Beer
1152,Bread
1152,Milk
1152,Eggs
1153,Cheese
1154,Eggs
1154,Diaper
1154,Fish
1155,Bread
1156,Fish
1156,Diaper
1157,Bread
1157,Cola
1157,Fish
1158,Diaper
1158,Chicken
1159,Cola
1159,Milk
1159,Chicken
1159,Bread
1160,Apples
1161,Beer
1161,Milk
1161,Apples
1162,Apples
1162,Cola
1162,Beer
1162,Fish
1162,Milk
1163,Fish
1163,Apples
1163,Cheese
1163,Cola
1164,Fish
1164,Milk
1164,Bread
1164,Cheese
1164,Apples
1165,Cola
1165,Diaper
1165,Chicken
1166,Eggs
1167,Milk
1167,Chicken
1168,Eggs
1168,Cola
1168,Beer
1168,Chicken
1168,Diaper
1169,Beer
1169,Fish
1169,Apples
1169,Cheese
1169,Diaper
1170,Fish
1170,Beer
1170,Milk
1170,Apples
1170,Eggs
1171,Bread
1171,Apples
1171,Beer
1171,Milk
1172,Cheese
1172,Cola
1172,Fish
1173,Cola
1173,Bread
1173,Diaper
1173,Fish
1174,Milk
1174,Diaper
1174,Chicken
1174,Bread
1174,Eggs
1175,Cola
1175,Eggs
1175,Chicken
1176,Beer
1176,Fish
1176,Apples
1176,Chicken
1176,Eggs
1177,Beer
1177,Milk
1178,Diaper
1178,Chicken
1178,Cola
1178,Eggs
1178,Cheese
1179,Fish
1180,Eggs
1180,Milk
1180,Beer
1180,Fish
1180,Apples
1181,Cheese
1181,Chicken
1181,Diaper
1181,Cola
1181,Apples
1182,Beer
1182,Fish
1182,Apples
1182,Chicken
1182,Eggs
1183,Milk
1183,Diaper
1184,Cola
1185,Chicken
1185,Diaper
1185,Cola
1185,Apples
1185,Cheese
1186,Fish
1186,Cheese
1186,Eggs
1187,Apples
1187,Fish
1187,Beer
1188,Bread
1188,Apples
1188,Fish
1188,Chicken
1189,Bread
1189,Eggs
1189,Cheese
1189,Fish
1190,Bread
1191,Eggs
1192,Cola
1192,Bread
1192,Apples
1192,Chicken
1193,Bread
1193,Apples
1193,Diaper
1194,Fish
1194,Bread
1194,Beer
1194,Apples
1195,Diaper
1195,Bread
1196,Milk
1196,Eggs
1196,Fish
1196,Chicken
1197,Cola
1197,Milk
1197,Chicken
1198,Bread
1198,Eggs
1198,Diaper
1198,Milk
1199,Cheese
1199,Beer
1199,Chicken
1199,Milk
1199,Eggs
1200,Diaper
1200,Bread
1200,Beer
1201,Chicken
1201,Milk
1201,Bread
1201,Beer
1201,Apples
1202,Fish
1202,Bread
1202,Apples
1202,Beer
1202,Cheese
1203,Cola
1203,Chicken
1204,Beer
1204,Cheese
1204,Eggs
1204,Chicken
1205,Apples
1205,Eggs
1205,Cola
1205,Milk
1206,Fish
1207,Apples
1207,Eggs
1208,Cheese
1208,Milk
1209,Milk
1209,Beer
1210,Chicken
1210,Cola
1211,Bread
1212,Cheese
1212,Chicken
1212,Fish
1212,Bread
1213,Chicken
1213,Bread
1213,Fish
1213,Milk
1214,Eggs
1214,Apples
1214,Cola
1215,Eggs
1215,Beer
1216,Chicken
1216,Eggs
1217,Fish
1217,Apples
1217,Cola
1217,Beer
1218,Fish
1218,Milk
1218,Chicken
1218,Apples
1218,Cheese
1219,Chicken
1219,Cola
1219,Apples
1219,Eggs
1220,Eggs
1220,Fish
1220,Cola
1221,Cola
1221,Fish
1221,Cheese
1221,Chicken
1221,Beer
1222,Cheese
1223,Cheese
1223,Eggs
1223,Chicken
1223,Milk
1224,Bread
1224,Cheese
1224,Milk
1224,Fish
1224,Diaper
1225,Beer
1225,Fish
1225,Chicken
1225,Cola
1225,Milk
1226,Milk
1226,Eggs
1226,Cheese
1227,Eggs
1227,Milk
1227,Cola
1228,Beer
1228,Cola
1228,Apples
1229,Cola
1229,Fish
1229,Apples
1230,Bread
1230,Cola
1230,Beer
1230,Cheese
1231,Apples
1232,Diaper
1232,Chicken
1232,Beer
1232,Fish
1233,Cheese
1233,Cola
1233,Beer
1233,Fish
1233,Bread
1234,Eggs
1234,Beer
1234,Cola
1234,Diaper
1234,Bread
1235,Diaper
1235,Bread
1235,Milk
1235,Eggs
1236,Fish
1236,Eggs
1236,Milk
1236,Chicken
1237,Beer
1237,Chicken
1237,Apples
1237,Fish
1237,Milk
1238,Diaper
1238,Bread
1239,Apples
1239,Chicken
1239,Fish
1239,Cheese
1239,Milk
1240,Bread
1240,Milk
1241,Cola
1241,Diaper
1241,Chicken
1241,Eggs
1242,Apples
1243,Eggs
1243,Fish
1243,Bread
1244,Apples
1244,Eggs
1244,Chicken
1245,Cola
1245,Milk
1246,Eggs
1246,Diaper
1246,Milk
1246,Fish
1247,Chicken
1247,Fish
1247,Beer
1247,Milk
1247,Cheese
1248,Chicken
1248,Diaper
1249,Cola
1249,Milk
1249,Beer
1250,Cola
1250,Cheese
1251,Apples
1251,Diaper
1251,Fish
1252,Apples
1252,Diaper
1252,Milk
1252,Bread
1252,Fish
1253,Cheese
1253,Cola
1254,Chicken
1254,Bread
1254,Diaper
1255,Diaper
1255,Eggs
1255,Cheese
1255,Apples
1256,Cheese
1256,Bread
1256,Beer
1257,Diaper
1257,Chicken
1257,Milk
1257,Apples
1258,Fish
1259,Chicken
1259,Milk
1260,Cola
1260,Eggs
1260,Fish
1261,Bread
1261,Milk
1261,Beer
1261,Chicken
1262,Apples
1262,Cheese
1262,Bread
1263,Diaper
1263,Fish
1263,Bread
1263,Milk
1263,Chicken
1264,Fish
1264,Bread
1264,Apples
1264,Cola
1265,Cola
1265,Bread
1266,Cheese
1266,Fish
1266,Milk
1266,Cola
1267,Bread
1268,Diaper
1268,Cheese
1268,Eggs
1268,Chicken
1269,Apples
1270,Eggs
1270,Beer
1271,Beer
1271,Milk
1271,Fish
1272,Cheese
1272,Fish
1272,Milk
1272,Eggs
1273,Apples
1273,Bread
1273,Diaper
1273,Fish
1273,Milk
1274,Diaper
1274,Fish
1274,Eggs
1274,Beer
1274,Bread
1275,Apples
1276,Bread
1276,Fish
1276,Cola
1276,Eggs
1276,Beer
1277,Fish
1277,Diaper
1278,Eggs
1278,Chicken
1278,Milk
1278,Beer
1278,Cola
1279,Chicken
1279,Milk
1279,Apples
1279,Fish
1279,Eggs
1280,Fish
1280,Beer
1280,Apples
1280,Diaper
1280,Milk
1281,Bread
1281,Beer
1281,Eggs
1281,Milk
1281,Diaper
1282,Diaper
1282,Eggs
1282,Chicken
1282,Milk
1282,Cheese
1283,Bread
1283,Cola
1283,Diaper
1284,Apples
1284,Chicken
1284,Diaper
1284,Fish
1284,Beer
1285,Bread
1285,Apples
1285,Diaper
1285,Eggs
1286,Eggs
1286,Bread
1286,Cheese
1286,Fish
1286,Milk
1287,Beer
1287,Cheese
1287,Chicken
1287,Milk
1288,Chicken
1288,Eggs
1288,Milk
1288,Cola
1288,Diaper
1289,Chicken
1290,Bread
1290,Cheese
1290,Chicken
1291,Beer
1291,Cheese
1291,Bread
1291,Cola
1291,Diaper
1292,Cola
1292,Bread
1293,Eggs
1293,Beer
1293,Diaper
1293,Apples
1294,Bread
1294,Chicken
1294,Cheese
1294,Eggs
1295,Diaper
1295,Eggs
1295,Cheese
1296,Beer
1296,Cheese
1296,Diaper
1297,Bread
1297,Apples
1297,Eggs
1298,Fish
1298,Diaper
1299,Cheese
1299,Chicken
1299,Apples
1299,Eggs
1300,Beer
1300,Apples
1301,Milk
1301,Chicken
1302,Cola
1302,Eggs
1302,Milk
1302,Beer
1303,Bread
1303,Milk
1303,Chicken
1304,Fish
1304,Apples
1305,Cheese
1306,Beer
1306,Diaper
1306,Cola
1306,Bread
1307,Milk
1307,Diaper
1307,Fish
1308,Fish
1308,Bread
1308,Cola
1308,Eggs
1308,Beer
1309,Cheese
1310,Eggs
1310,Cola
1310,Chicken
1310,Apples
1311,Cola
1311,Diaper
1312,Beer
1312,Apples
1312,Fish
1312,Milk
1312,Bread
1313,Cheese
1314,Apples
1314,Chicken
1314,Cheese
1314,Bread
1315,Beer
1315,Fish
1315,Diaper
1315,Bread
1316,Diaper
1316,Beer
1316,Bread
1316,Cheese
1317,Milk
1318,Chicken
1318,Fish
1318,Bread
1318,Diaper
1318,Beer
1319,Apples
1319,Milk
1319,Eggs
1319,Bread
1320,Cheese
1320,Apples
1320,Fish
1320,Beer
1320,Bread
1321,Apples
1321,Fish
1322,Cheese
1322,Chicken
1322,Apples
1322,Diaper
1323,Bread
1323,Fish
1323,Eggs
1323,Diaper
1324,Milk
1324,Cola
1324,Diaper
1324,Beer
1324,Bread
1325,Fish
1325,Bread
1325,Apples
1325,Cheese
1325,Beer
1326,Diaper
1326,Bread
1327,Diaper
1327,Chicken
1327,Cheese
1327,Fish
1327,Apples
1328,Diaper
1328,Chicken
1328,Beer
1329,Chicken
1329,Bread
1329,Apples
1329,Diaper
1329,Cola
1330,Apples
1331,Eggs
1331,Milk
1331,Fish
1332,Diaper
1332,Beer
1332,Cheese
1333,Cola
1333,Cheese
1333,Bread
1333,Diaper
1334,Bread
1334,Apples
1334,Cola
1335,Cheese
1335,Milk
1335,Apples
1335,Chicken
1336,Milk
1336,Beer
1336,Cola
1337,Eggs
1337,Bread
1338,Apples
1339,Diaper
1340,Cheese
1341,Fish
1341,Chicken
1341,Cheese
1341,Diaper
1341,Bread
1342,Milk
1342,Apples
1342,Diaper
1342,Cheese
1342,Chicken
1343,Bread
1343,Diaper
1343,Beer
1343,Eggs
1344,Bread
1344,Diaper
1344,Eggs
1345,Bread
1345,Fish
1345,Milk
1345,Diaper
1346,Beer
1346,Fish
1347,Bread
1347,Diaper
1347,Eggs
1347,Milk
1347,Cola
1348,Chicken
1348,Diaper
1348,Eggs
1348,Milk
1348,Fish
1349,Bread
1349,Cola
1350,Bread
1351,Beer
1351,Chicken
1351,Bread
1352,Fish
1352,Cola
1352,Milk
1353,Milk
1353,Diaper
1353,Apples
1353,Beer
1354,Diaper
1354,Apples
1354,Cheese
1355,Fish
1355,Diaper
1356,Milk
1356,Apples
1357,Fish
1358,Fish
1358,Milk
1358,Diaper
1358,Beer
1359,Fish
1360,Beer
1360,Chicken
1361,Bread
1361,Milk
1362,Cheese
1362,Diaper
1362,Chicken
1362,Beer
1363,Milk
1363,Cheese
1363,Cola
1363,Fish
1364,Diaper
1364,Bread
1365,Apples
1365,Bread
1366,Eggs
1366,Beer
1366,Apples
1366,Diaper
1367,Diaper
1367,Bread
1367,Cola
1368,Fish
1368,Beer
1368,Eggs
1368,Chicken
1369,Milk
1369,Cheese
1369,Eggs
1369,Beer
1370,Eggs
1371,Cheese
1371,Apples
1371,Eggs
1371,Bread
1372,Cheese
1373,Beer
1374,Cheese
1374,Fish
1374,Eggs
1374,Bread
1374,Apples
1375,Apples
1375,Beer
1375,Cola
1375,Eggs
1375,Bread
1376,Eggs
1376,Bread
1376,Diaper
1377,Milk
1377,Bread
1378,Cola
1379,Fish
1379,Cheese
